player,age,g,gs,mp,fg,x3p,x2p,ft,trb,ast,stl,blk,tov,pf,pts
Juan Toscano-Anderson,26,13,6,20.9,2.2,0.6,1.6,0.2,4,2,1,0.4,1.2,2.3,5.299999999999999
Juancho Hernangómez,24,96,28,17.379166666666666,2.0812500000000003,0.8979166666666667,1.1979166666666667,0.9187500000000001,4.10625,0.8020833333333334,0.38125000000000003,0.1791666666666667,0.6729166666666666,1.3333333333333333,5.979166666666667
Julius Randle,25,64,64,32.5,7.2,1,6.2,4,9.7,3.1,0.8,0.3,3,2.8,19.5
Justin Anderson,26,10,1,10.7,1,0.6,0.4,0.2,2.1,0.8,0,0.6,0.4,1.3,2.8
Justin Holiday,30,73,6,25,2.8,1.8,1,0.7,3.3,1.3,1.2,0.6,0.6,1.9,8.3
Justin Jackson,24,65,3,16.1,2.1,0.7,1.3,0.6,2.4,0.8,0.2,0.2,0.2,1.1,5.5
Justin James,23,36,0,6.4,1,0.3,0.7,0.3,0.8999999999999999,0.5,0.2,0.3,0.2,0.5,2.5
Justin Patton,22,5,0,4.8,0.8,0.2,0.6,0,1,0.4,0,0,0.4,0.8,1.8
Justin Robinson,22,9,0,5.4,0.6,0.3,0.2,0,0.6,0.8,0,0.1,0.3,0.2,1.4
Justin Wright-Foreman,22,4,0,11.3,1.8,0.5,1.3,0.8,1.3,1.8,0.5,0,0.8,1.3,4.8
Justise Winslow,23,11,5,32,4.5,0.5,4,1.6,6.6,4,0.6,0.5,2.2,3.5,11.3
Jusuf Nurkić,25,8,8,31.6,6.8,0.3,6.5,3.9,10.3,4,1.4,2,2.4,4.9,17.6
Juwan Morgan,22,21,0,6.4,0.7,0.1,0.6,0.1,1.4,0.3,0,0.1,0.3,0.9000000000000001,1.6999999999999997
Kadeem Allen,27,10,0,11.7,1.9,0.5,1.4,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5
Karl-Anthony Towns,24,35,35,33.9,9,3.3,5.8,5.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5
Kawhi Leonard,28,57,57,32.4,9.3,2.2,7.2,6.2,7.1,4.9,1.8,0.6,2.6,2,27.1
Keita Bates-Diop,24,88,0,16.92159090909091,2.3102272727272726,0.7681818181818183,1.4920454545454547,1.1920454545454544,2.9022727272727273,0.6863636363636364,0.43409090909090914,0.5079545454545454,0.4,1,6.530681818181819
Kelan Martin,24,31,4,16,2.3,0.8,1.5,1,3.1,0.7,0.2,0.3,0.6,1.6,6.4
Keldon Johnson,20,17,1,17.7,3.1,0.8,2.4,2.1,3.4,0.9,0.8,0.1,0.8,1.6,9.1
Kelly Olynyk,28,67,9,19.4,2.7,1.4,1.3,1.3,4.6,1.7,0.7,0.3,1.1,2.6,8.2
Kelly Oubre Jr.,24,56,55,34.5,6.7,1.9,4.7,3.4,6.4,1.5,1.3,0.7,1.5,3.4,18.7
Kemba Walker,29,56,56,31.1,6.8,3.2,3.5,3.7,3.9,4.8,0.9,0.5,2.1,1.6,20.4
Kendrick Nunn,24,67,67,29.3,6,2,3.9000000000000004,1.3,2.7,3.3,0.8,0.2,1.7,2.3,15.300000000000002
Kenrich Williams,25,39,18,21.3,1.3,0.6,0.7,0.2,4.8,1.5,0.7,0.5,0.6,2.3,3.5
Kent Bazemore,30,136,42,24.803676470588236,2.9154411764705883,1.213235294117647,1.7022058823529411,1.6654411764705883,4.315441176470588,1.3816176470588233,1.086764705882353,0.5948529411764705,1.313235294117647,2.886764705882353,8.791176470588237
Kentavious Caldwell-Pope,26,69,26,25.5,3.4,1.3,2.1,1.1,2.1,1.6,0.8,0.2,0.9,1.9,9.3
Kevin Hervey,23,10,0,5.2,0.7,0.3,0.4,0,1.2,0.5,0.1,0.1,0,0.4,1.7
Kevin Huerter,21,56,48,31.4,4.5,2.3,2.2,0.9,4.1,3.8,0.9,0.5,1.6,2.5,12.2
Kevin Knox,20,65,4,17.9,2.2,1,1.2,1,2.8,0.9,0.4,0.4,0.7,1.6,6.4
Kevin Love,31,56,56,31.8,5.8,2.6,3.2,3.3,9.8,3.2,0.6,0.3,2.5,1.6,17.6
Kevin Porter Jr.,19,50,3,23.2,3.7,1.1,2.7,1.5,3.2,2.2,0.9,0.3,1.9,2.7,10
Kevon Looney,23,20,4,13.1,1.5,0.1,1.4,0.5,3.3,1,0.6,0.3,0.6,1.7,3.4
Khem Birch,27,48,24,19.2,1.5,0,1.5,1.3999999999999997,4.6,1,0.4000000000000001,0.5,0.6,1.8999999999999997,4.4
Khris Middleton,28,62,59,29.9,7.6,2.4,5.2,3.4,6.2,4.3,0.9,0.1,2.2,2.3,20.9
Khyri Thomas,23,8,0,7.6,0.6,0.6,0,0.3,0.1,0.4,0.4,0,0.4,1.1,2.1
Kostas Antetokounmpo,22,5,0,4,0.6,0,0.6,0.2,0.6,0.4,0,0,0.2,0.4,1.4
Kris Dunn,25,51,32,24.9,3,0.6,2.4,0.8,3.6,3.4,2,0.3,1.3,3.1,7.3
Kristaps Porziņģis,24,57,57,31.8,7,2.5,4.5,4,9.5,1.8,0.7,2,1.6,3.2,20.4
Ky Bowman,22,45,12,22.6,3,0.7,2.2,0.8,2.7,2.9,1,0.2,1.6,2.3,7.4
Kyle Alexander,23,2,0,6.5,0.5,0,0.5,0,1.5,0,0,0,0.5,0.5,1
Kyle Anderson,26,67,28,19.9,2.3,0.4,2,0.8,4.3,2.4,0.8,0.6,1,1.7,5.8
Kyle Guy,22,3,0,3.2999999999999994,0.6999999999999998,0,0.6999999999999998,0,0.3,0.3,0,0,0,0.3,1.3
Kyle Korver,38,58,1,16.6,2.2,1.7,0.5,0.6,2.1,1.2,0.4,0.2,0.8,1.3,6.7
Kyle Kuzma,24,61,9,25,4.8,1.4,3.4,1.9,4.5,1.3,0.5,0.4,1.5,2.1,12.8
Kyle Lowry,33,58,58,36.2,5.8,2.8,2.9,5.1,5,7.5,1.4,0.4,3.1,3.3,19.4
Kyle O'Quinn,29,29,2,10.8,1.4,0.2,1.2,0.4,4,1.8,0.2,0.8,0.7,1.3,3.5
Kyrie Irving,27,20,20,32.9,10,2.8,7.2,4.7,5.2,6.4,1.4,0.5,2.6,2.7,27.4
KZ Okpala,20,5,0,5.2,0.6,0,0.6,0.2,1,0.2,0.4,0.2,0.2,0.4,1.4
LaMarcus Aldridge,34,53,53,33.1,7.400000000000001,1.2,6.2,3,7.400000000000001,2.4,0.6999999999999998,1.6000000000000003,1.3999999999999997,2.4,18.9
Lance Thomas,31,7,4,14,1.1,0.6,0.6,0.6,1.9,0.9,0,0,0.9,1.6,3.4
Landry Shamet,22,53,30,27.399999999999995,3,2.1,0.9,1.2,1.8999999999999997,1.8999999999999997,0.4000000000000001,0.20000000000000004,0.8000000000000002,2.7000000000000006,9.3
Langston Galloway,28,66,6,25.8,3.6,2,1.6,1.1,2.3,1.5,0.7,0.2,0.6,1.5,10.3
Larry Nance Jr.,27,56,10,26.3,4.1,1,3.1,0.9,7.3,2.2,1,0.4,1.1,1.6,10.1
Lauri Markkanen,22,50,50,29.8,5,2.2,2.8,2.5,6.3,1.5,0.8,0.5,1.6,1.9,14.7
LeBron James,35,67,67,34.6,9.6,2.2,7.4,3.9000000000000004,7.800000000000001,10.2,1.2,0.5,3.9000000000000004,1.8,25.3
Lonnie Walker IV,21,61,12,16.2,2.5,0.7,1.8,0.7,2.3,1.1,0.5,0.2,0.7,1.3,6.4
Lonzo Ball,22,63,54,32.1,4.4,2.3,2,0.7,6.1,7,1.4,0.6,3.1,2,11.8
Lou Williams,33,65,8,28.7,6,1.7,4.3,4.5,3.1,5.6,0.7,0.2,2.8,1.2,18.2
Louis King,20,10,0,6.2,0.8,0.4,0.4,0,1,0.5,0.2,0,0.2,1,2
Luc Mbah a Moute,33,3,0,8.3,0.6999999999999998,0,0.6999999999999998,0.3,0.6999999999999998,0,0.6999999999999998,0,0.3,0,1.7
Luguentz Dort,20,36,28,22.8,2.4,0.8,1.6,1.2,2.3,0.8,0.8999999999999999,0.1,0.6,2.7,6.8
Luka Dončić,20,61,61,33.6,9.5,2.8,6.7,7,9.4,8.8,1,0.2,4.3,2.5,28.8
Luka Šamanić,20,3,1,16,1.7,1,0.6999999999999998,1,3.2999999999999994,2,0,0.6999999999999998,0.6999999999999998,2,5.3
Luke Kennard,23,28,25,32.9,5.4,2.6,2.8,2.4,3.5,4.1,0.4,0.2,1.5,2.3,15.8
Luke Kornet,24,36,14,15.5,2.3,0.8999999999999999,1.4,0.6,2.3,0.8999999999999999,0.3,0.7,0.4,1.5,6
Malcolm Brogdon,27,54,54,30.9,6,1.4,4.6,3.1,4.9,7.1,0.6,0.2,2.4,1.8,16.5
Malcolm Miller,26,28,1,5.8,0.4,0.3,0.1,0.1,0.6,0.4,0.2,0.1,0.1,0.6,1.3
Malik Beasley,23,110,28,21.996363636363636,4.136363636363637,1.9172727272727272,2.181818181818182,0.9890909090909092,2.707272727272727,1.389090909090909,0.7245454545454546,0.1,1.0263636363636364,1.389090909090909,11.17909090909091
Malik Monk,21,55,1,21.3,3.9,1.1,2.8,1.5,2.9,2.1,0.5,0.3,1.4,1.3,10.3
Malik Newman,22,1,0,4,0,0,0,2,0,0,0,0,1,0,2
Marc Gasol,35,44,43,26.4,2.7,1.3,1.4,0.8,6.3,3.3,0.8,0.9,1.3,2.8,7.5
Marco Belinelli,33,57,0,15.5,2.2,1.2,1,0.8,1.7,1.2,0.2,0,0.3,0.8,6.3
Marcus Morris,30,124,124,31.229032258064514,5.701612903225806,2.300806451612903,3.4008064516129033,2.9056451612903227,5.000806451612903,1.4,0.7846774193548387,0.4959677419354839,1.5887096774193548,2.904032258064516,16.69435483870968
Marcus Smart,25,60,40,32,4.3,2.3,2,2.1,3.8,4.9,1.7,0.5,1.7,2.7,12.9
Marial Shayok,24,4,0,7,0.8,0.5,0.3,0.8,1.8,0.3,0,0.3,0.8,1,2.8
Mario Hezonja,24,53,4,16.4,1.7,0.5,1.3,0.9,3.5,0.9,0.6999999999999998,0.20000000000000004,0.8000000000000002,2,4.8
Markelle Fultz,21,72,60,27.7,5,0.5,4.5,1.6,3.3,5.1,1.3,0.2,2,2,12.1
Markieff Morris,30,116,34,20.49827586206897,3.5086206896551726,1.503448275862069,2.0051724137931033,1.1293103448275863,3.76551724137931,1.3293103448275863,0.5258620689655172,0.31206896551724134,1.3051724137931036,2.3137931034482757,9.662068965517241
Marko Guduric,24,44,0,11,1.4,0.6,0.8,0.5,1.7,1,0.3,0.2,0.8,0.8,3.9
Marques Bolden,21,1,0,3,0,0,0,0,2,0,1,0,0,1,0
Marquese Chriss,22,59,21,20.3,3.6,0.1,3.4,2,6.2,1.9,0.7,1.1,1.3,2.1,9.3
Marvin Bagley III,20,13,6,25.699999999999996,6,0.3,5.700000000000001,1.9,7.5,0.8,0.5,0.9000000000000001,1.4,3.3,14.2
Marvin Williams,33,116,2,19.482758620689655,2.0827586206896553,0.9913793103448276,1.0913793103448275,0.8120689655172414,3.1991379310344827,1.014655172413793,0.6,0.5,0.5853448275862069,1.7793103448275862,5.904310344827587
Mason Plumlee,29,61,1,17.3,2.9,0,2.9,1.4,5.2,2.5,0.5,0.6,1.3,2.3,7.2
Matisse Thybulle,22,65,14,19.8,1.7,0.9,0.9,0.4,1.6,1.2,1.4,0.7,0.8,2.2,4.7
Matt Mooney,22,4,0,4.8,0.3,0,0.3,0,0.8,0.3,0.5,0.3,0,0.3,0.5
Matt Thomas,25,41,1,10.7,1.7999999999999998,1.1,0.6,0.20000000000000004,1.5,0.5,0.20000000000000004,0,0.4000000000000001,0.8999999999999999,4.9
Matthew Dellavedova,29,57,4,14.4,1.1,0.4,0.7,0.6,1.3,3.2,0.4,0,1,1.4,3.1
Maurice Harkless,26,124,96,22.996774193548386,2.2790322580645164,0.5096774193548387,1.7193548387096773,0.6274193548387097,3.8822580645161286,1.117741935483871,0.9306451612903226,0.5209677419354838,0.8709677419354839,2.390322580645161,5.775806451612903
Max Strus,23,2,0,3,1,0,1,0.5,0.5,0,0,0,0,0.5,2.5
Maxi Kleber,28,74,21,25.5,3.2,1.6,1.6,1.1,5.2,1.2,0.3,1.1,0.8,2.4,9.1
Melvin Frazier,23,19,0,6.6,0.8,0.4,0.4,0.1,0.5,0.2,0.5,0.1,0.3,0.6,2.1
Meyers Leonard,27,51,49,20.3,2.3,1,1.3,0.4,5.1,1.1,0.3,0.3,0.8,2.1,6.1
Mfiondu Kabengele,22,12,0,5.3,1.2,0.8000000000000002,0.4000000000000001,0.4000000000000001,0.9,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.8000000000000002,3.5
Michael Carter-Williams,28,45,0,18.5,2.5,0.5,2,1.8,3.3,2.4,1.1,0.5,1.2,1.9,7.2
Michael Frazier,25,13,0,11.2,0.5,0.3,0.2,0.7,0.8,0.2,0.2,0,0.4,1.6999999999999997,2.1
Michael Kidd-Gilchrist,26,50,0,11.21,0.888,0.196,0.6920000000000001,0.42199999999999993,2.696,0.57,0.102,0.22399999999999998,0.6259999999999999,1.5,2.394
Michael Porter Jr.,21,55,8,16.4,3.5,1.1,2.4,1.1,4.7,0.8,0.5,0.5,0.9,1.8,9.3
Mikal Bridges,23,73,32,28,3.4,1,2.4,1.4,4,1.8,1.4,0.6,1,2.2,9.1
Mike Conley,32,47,41,29,4.9,2,2.8999999999999995,2.4,3.2,4.4,0.8,0.1,2,2.2,14.400000000000002
Mike Muscala,28,47,2,12.2,1.6,1.1,0.5,0.4,2.3,0.9000000000000001,0.2,0.3,0.4,1.2,4.8
Mike Scott,31,68,11,17.8,2.2,1.2,1,0.4,3.6,0.8,0.3,0.1,0.4,1.4,6
Miles Bridges,21,65,64,30.7,4.9,1.5,3.4,1.6,5.6,1.8,0.6,0.7,1.5,2,13
Mitchell Robinson,21,61,7,23.1,4.1,0,4.1,1.4,7,0.6,0.9,2,0.6,3.2,9.7
Miye Oni,22,10,1,10.9,1.2,0.7,0.5,0.4,1.7,0.4,0.4,0.2,0.4,0.9,3.5
Mo Bamba,21,62,0,14.2,2.1,0.6,1.5,0.5,4.9,0.7,0.4,1.4,0.7,1.9,5.4
Monte Morris,24,73,12,22.4,3.6,0.9,2.7,1,1.9,3.5,0.8,0.2,0.7,1,9
Montrezl Harrell,26,63,2,27.8,7.5,0,7.5,3.7,7.1,1.7,0.6,1.1,1.7,2.3,18.6
Moritz Wagner,22,45,5,18.6,3.2,0.6,2.7,1.7,4.9,1.2,0.6,0.4,1.5,3.4,8.7
Moses Brown,20,9,0,3.7000000000000006,0.4,0,0.4,0.3,1.6,0.1,0.1,0.1,0.3,0.8,1.2
Mychal Mulder,25,7,3,29.1,3.7,2.3,1.4,1.3,3.3,1.1,0.3,0.1,0.7,2.9,11
Myles Turner,23,62,62,29.5,4.3,1.4,2.9,2,6.6,1.2,0.7,2.1,1.4,2.7,12.1
Nassir Little,19,48,5,11.9,1.3999999999999997,0.3,1.1,0.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6
Naz Mitrou-Long,26,5,0,9.4,1.2,0.4,0.8,0,1.4,1.6,0.2,0.2,0.6,0.4,2.8
Naz Reid,20,30,11,16.5,3.3,1.1,2.3,1.2,4.1,1.2,0.6,0.7,0.7,2.8,9
Nemanja Bjelica,31,72,67,27.9,4.4,1.8999999999999997,2.5,1,6.4,2.8,0.8999999999999999,0.6,1.4,3,11.5
Nerlens Noel,25,61,7,18.5,3,0,3,1.3,4.9,0.9,1,1.5,1.1,2.7,7.4
Nic Claxton,20,15,0,12.5,1.8,0.1,1.7,0.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4
Nickeil Alexander-Walker,21,47,1,12.599999999999998,2.1,1,1.1,0.5,1.8000000000000003,1.9,0.4,0.2,1.1,1.2,5.700000000000001
Nicolas Batum,31,22,3,23,1.3,0.6,0.6,0.4,4.5,3,0.8,0.4,1,1.9,3.6
Nicolò Melli,29,60,8,17.4,2.3,1.2,1.1,0.9,3,1.4,0.6,0.4,0.8,2.1,6.6
Nigel Williams-Goss,25,10,0,5,0.5,0.2,0.3,0.2,0.6,0.6,0.3,0.1,0.3,0.6,1.4
Nikola Jokić,24,73,73,32,7.7,1.1,6.6,3.4,9.7,7,1.2,0.6,3.1,3,19.9
Nikola Vučević,29,62,62,32.2,8,1.6,6.4,2.1,10.9,3.6,0.9,0.8,1.4,2.2,19.6
Noah Vonleh,24,72,2,10.50138888888889,1.4125,0.1,1.4027777777777777,0.7013888888888888,3.4180555555555556,0.7916666666666666,0.3111111111111111,0.18055555555555555,0.611111111111111,1.0916666666666666,3.686111111111112
Norman Powell,26,52,26,28.4,5.700000000000001,2.1,3.6000000000000005,2.5,3.7,1.8000000000000003,1.2,0.4,1.5,2.1,16
Norvel Pelle,26,24,0,9.7,1,0,1,0.3,3,0.3,0.10000000000000002,1.3,0.8000000000000002,2.3,2.4
OG Anunoby,22,69,68,29.9,4.1,1.3,2.9,1,5.3,1.6,1.4,0.7,1.1,2.4,10.6
Omari Spellman,22,49,3,18.1,2.6,0.9,1.7,1.5,4.5,1,0.7,0.5,1.1,1.3,7.6
